origen,destino,bytes_originales,sha256_original,entrega_git
claude_work/sd_muon_asymmetry_forensic_review/transport_checks.py,claude_work/revision_asimetrias_sd_umd/04_soporte/codigo/transport_checks.py,2576,7a5e4840808e3cda5486fc44ce2840ad697e4b4f2cac26e146e484cc8c26cd61,True
claude_work/sd_muon_asymmetry_forensic_review/transport_convergence.csv,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/transport_convergence.csv,141,ccceed071fa391b8164927a7d1d5f241102898680de7eb692eaec14f47e7f35f,True
claude_work/sd_muon_asymmetry_forensic_review/transport_sensitivity.csv,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/transport_sensitivity.csv,3236,2f254e20af97b78c2557ed7d54cc46c3228ef7c5e6c5fedadb14d3f858732185,True
claude_work/sd_muon_asymmetry_forensic_review/umd_selection_check.json,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/umd_selection_check.json,506,9e98910ad180218881ea52ade24cdfd7ba0167cacd81f17a400dcbcf34ca81ce,True
claude_work/sd_muon_asymmetry_forensic_review/umd_selection_check.py,claude_work/revision_asimetrias_sd_umd/04_soporte/codigo/umd_selection_check.py,1590,9bf6012d940333d7413935a84b662e30aa58d5515eab70fe13276e1777b438ba,True
claude_work/sd_muon_asymmetry_forensic_review/umd_selection_raw.csv,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/umd_selection_raw.csv,1233294,ca517b16d811917b0bab4e27f32feeab80080dffcc076a6cbed4d9b0d40f96ab,True
claude_work/sd_muon_asymmetry_forensic_review/umd_selection_raw_summary.json,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/umd_selection_raw_summary.json,272,dfd1aea47c02c1970db671dc1c42de60b9f7ccc6a0712c82515a2d31a82ff5c7,True
claude_work/sd_muon_asymmetry_forensic_review/umd_selection_read.py,claude_work/revision_asimetrias_sd_umd/04_soporte/codigo/umd_selection_read.py,3360,53b4e3ee4892a40ffed2753b55f7d80b2e0cbcdf973c961c8e4c882545c7f407,True
claude_work/sd_muon_asymmetry_forensic_review/unit_checks.json,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/unit_checks.json,367,eaef2e5143188133767d466d65bcb87f97dfdcbc6ab4de1745f42d1a818a5e9b,True
claude_work/sd_muon_asymmetry_forensic_review/validate_artifacts.py,claude_work/revision_asimetrias_sd_umd/04_soporte/codigo/validate_artifacts.py,3590,1985390f8ce1590d324b1d2c7c8eca5370f809d65f14ec52c2643f7d09179791,True
claude_work/sd_muon_asymmetry_forensic_review/validation_results.json,claude_work/revision_asimetrias_sd_umd/04_soporte/tablas/validation_results.json,399,1dcfcfcf1c4a8103fa05fb59ee024b2c98b82e4dc6ad19b316845b665192e181,True
claude_work/sd_muon_asymmetry_forensic_review/verify.py,claude_work/revision_asimetrias_sd_umd/04_soporte/codigo/verify.py,5971,ddd7e17d4350fe3d9cff9239b770bd6c14471c6df02f2d4f957a0d6e7cdca4e9,True
claude_work/sd_selection_walkthrough/.gitignore,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/.gitignore,33,1bc140d8b5e57a018aa6ef8380c22e3547a1f00355105fcd16ccd65130012275,True
claude_work/sd_selection_walkthrough/.ipynb_checkpoints/seleccion_sd_paso_a_paso-checkpoint.ipynb,claude_work/revision_asimetrias_sd_umd/99_archivo_local/intermedios/sd_selection_walkthrough/.ipynb_checkpoints/seleccion_sd_paso_a_paso-checkpoint.ipynb,1059398,1978140e999f0c2d0df504cf23a2ffc72238106f4fbe84f9afb7da33e23b828e,False
claude_work/sd_selection_walkthrough/README.md,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/README.md,6157,195da467283a0d573f26cb72061059fa62a8a666a98c6e3186c277e0b5b2967a,True
claude_work/sd_selection_walkthrough/VALIDACION.md,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/VALIDACION.md,1269,54e444fdf38c0420ca3500c0d1eeb3e1733df1eb44fbf596f6a28af292b8375e,True
claude_work/sd_selection_walkthrough/__pycache__/read_original_adst.cpython-312.pyc,claude_work/revision_asimetrias_sd_umd/99_archivo_local/intermedios/sd_selection_walkthrough/__pycache__/read_original_adst.cpython-312.pyc,12240,0b1fcf41ce87fe000dc4a32c69e2fe77f1dd891629e0a3f06e898fed158a6fe9,False
claude_work/sd_selection_walkthrough/__pycache__/seleccion_sd_paso_a_paso.cpython-312.pyc,claude_work/revision_asimetrias_sd_umd/99_archivo_local/intermedios/sd_selection_walkthrough/__pycache__/seleccion_sd_paso_a_paso.cpython-312.pyc,53513,ac231549dba76aaf2b7a6a6d1ca8aa30ebf76f2b909812648e873db25c1b5456,False
claude_work/sd_selection_walkthrough/exports/01_perfiles_antes_despues.pdf,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/01_perfiles_antes_despues.pdf,27429,b21d2e16a89f4b961db698029c2ca639c262e57e3eceffd7d50f0682be03d325,True
claude_work/sd_selection_walkthrough/exports/01_perfiles_antes_despues.png,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/01_perfiles_antes_despues.png,190837,b59c3bb96a200195e5d88d58d48e6920d1d61062d5754d52197e23f4d94e88a9,True
claude_work/sd_selection_walkthrough/exports/02_eficiencia_y_enriquecimiento.pdf,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/02_eficiencia_y_enriquecimiento.pdf,25233,f036adaa781c9b51d51ff42389534eb20d7659d0abf9b780ca76293855349c04,True
claude_work/sd_selection_walkthrough/exports/02_eficiencia_y_enriquecimiento.png,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/02_eficiencia_y_enriquecimiento.png,187954,2da1f04fe22cc3433db706090712f5dc6b7cd69d1f9051927f114ff2735a0c23,True
claude_work/sd_selection_walkthrough/exports/03_distribuciones_de_conteo.pdf,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/03_distribuciones_de_conteo.pdf,21246,ca91bf676239dc873818ac7360cf705fa2c4e4703202f9c939eca6bab1ddee8f,True
claude_work/sd_selection_walkthrough/exports/03_distribuciones_de_conteo.png,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/03_distribuciones_de_conteo.png,145281,7a190e54973a234d685e3dd0aa170273113371ddae51baf4e605a52998218855,True
claude_work/sd_selection_walkthrough/exports/04_bootstrap_pareado.pdf,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/04_bootstrap_pareado.pdf,17660,276a65cd3fbb42cd096117a768e86112e365a3c6dceb2ea5a7337c5da86c7a7f,True
claude_work/sd_selection_walkthrough/exports/04_bootstrap_pareado.png,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/04_bootstrap_pareado.png,52068,0dcc0e0b07b6cbe85fdfd4062de7090f0a539c7f4829648c95c371d7f75eed05,True
claude_work/sd_selection_walkthrough/exports/05_evolucion_radial.pdf,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/05_evolucion_radial.pdf,21913,03b81c1c190e18f088cc2c04aafa27f5bc42b27249386098c51af843f75d4923,True
claude_work/sd_selection_walkthrough/exports/05_evolucion_radial.png,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/05_evolucion_radial.png,119468,1253ddef824b957e633ddff0793cc18241bd24240289c46a29ebcbdc7c6f290c,True
claude_work/sd_selection_walkthrough/exports/06_diagnosticos_EM_y_ceros.pdf,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/06_diagnosticos_EM_y_ceros.pdf,23663,dead624c778b9879b04395290de2831e2866f4b12d680beb29d5a83b575fc3a5,True
claude_work/sd_selection_walkthrough/exports/06_diagnosticos_EM_y_ceros.png,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/06_diagnosticos_EM_y_ceros.png,158540,425397040a478a9a165dd9f34cc2bd7789810736a5f128b9cf44a93b93bbd030,True
claude_work/sd_selection_walkthrough/exports/07_UMD_SD_observables_seleccionados.pdf,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/07_UMD_SD_observables_seleccionados.pdf,26262,6d0b4d730d006a1c5444c85585e0f1d6bdb3fcb794940fffd637610c9bb38302,True
claude_work/sd_selection_walkthrough/exports/07_UMD_SD_observables_seleccionados.png,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/07_UMD_SD_observables_seleccionados.png,152187,f000688415b8be044535efbe1dc921f344a4e8a50da99ff6aab15a3b19860e02,True
claude_work/sd_selection_walkthrough/exports/A1_recalculado_con_bootstrap.csv,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/A1_recalculado_con_bootstrap.csv,1439,44b6b02b2796c365bc866c4b4b5b439bc41a4431e69f4cb14c554120be3d9d1d,True
claude_work/sd_selection_walkthrough/exports/comprobaciones.csv,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/comprobaciones.csv,309,dc44c1a8f4dd8cfd766e1dec865598f1c0d0941270d1043cebd00ff689598574,True
claude_work/sd_selection_walkthrough/exports/control_bandas_estrechas.csv,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/control_bandas_estrechas.csv,546,0f85b4732b0e47a23ff4d15190eca597af6b8601ccad52cb81bc597235c6d731,True
claude_work/sd_selection_walkthrough/exports/control_mezcla_comun.csv,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/control_mezcla_comun.csv,102,1fab751c6134f8e84da50b0c06ac4bfdef1dbbab8dda6627942cd22b9c663419,True
claude_work/sd_selection_walkthrough/exports/ficha_de_ejecucion.csv,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/ficha_de_ejecucion.csv,587,9290dad3cfa0f4ad7a89174a53445a68701ea0333e8f376a2c1a435eb57d7e30,True
claude_work/sd_selection_walkthrough/exports/observables_parquet_recalculados.csv,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/observables_parquet_recalculados.csv,298,a6e164ad3f501e60c3db99ec6d58f9312ecaee9c55bedf20e6142f021edabdf3,True
claude_work/sd_selection_walkthrough/exports/procedencia_por_archivo.csv,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/procedencia_por_archivo.csv,1860,04d4a5282a53150c29d7a3b88f874b15fac99a5df8591738c9ac450c5efa16ec,True
claude_work/sd_selection_walkthrough/exports/resultado_principal.csv,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/resultado_principal.csv,248,c052a87ef419e63a0da2c882bf97e01ca25bc4d948ebdc077958cbc132d62365,True
claude_work/sd_selection_walkthrough/exports/seleccion_por_azimut.csv,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/exports/seleccion_por_azimut.csv,1900,d08c0d45fe158c2790955d500ae16a724e007a3af3e082fcaa5a4f089b8fa55c,True
claude_work/sd_selection_walkthrough/raw_smoke_test/provenance.csv,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/raw_smoke_test/provenance.csv,365,35e0419c10efb17fee19c3ac88bcfb1a59b2a26d5a8c5485311b5465fd1e170d,True
claude_work/sd_selection_walkthrough/raw_smoke_test/stations.csv,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/raw_smoke_test/stations.csv,46765,cdfb2a424ccfc169949250a5bfc9fa02da8ac9a7e14165960eaff7875aff21ce,True
claude_work/sd_selection_walkthrough/read_original_adst.py,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/read_original_adst.py,9795,ec9e7065813f346189d4675b05ff9dd409d46b002f443b13381d5f4df7fbfef6,True
claude_work/sd_selection_walkthrough/seleccion_sd_paso_a_paso.html,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/seleccion_sd_paso_a_paso.html,1390521,01cdc7fe4b6582c9becbe32bc3539fcbdb0dd2cf0a2aea8b658a2ecd70448fd0,True
claude_work/sd_selection_walkthrough/seleccion_sd_paso_a_paso.ipynb,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/seleccion_sd_paso_a_paso.ipynb,1059398,1978140e999f0c2d0df504cf23a2ffc72238106f4fbe84f9afb7da33e23b828e,True
claude_work/sd_selection_walkthrough/seleccion_sd_paso_a_paso.py,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/seleccion_sd_paso_a_paso.py,65987,286f32e49b88591ec83a0085303dc14ae8e0b9d4bfaca555f07b1747136189bb,True
claude_work/sd_selection_walkthrough/validate_notebook.py,claude_work/revision_asimetrias_sd_umd/02_notebooks/01_seleccion/validate_notebook.py,4774,0c547ed22046d9f6833b7fc3d9923fba24bdc445db48155dc0f7247775dee21d,True
claude_work/sd_uncut_vs_umd/.ipynb_checkpoints/comparar_sd_umd-checkpoint.ipynb,claude_work/revision_asimetrias_sd_umd/99_archivo_local/intermedios/sd_uncut_vs_umd/.ipynb_checkpoints/comparar_sd_umd-checkpoint.ipynb,205193,53682d685aab02e43f31f64b592b2fc184e65089f63be70b451dbbc5aa6f90bf,False
claude_work/sd_uncut_vs_umd/RESULTADO.md,claude_work/revision_asimetrias_sd_umd/02_notebooks/03_sd_vs_umd/RESULTADO.md,2816,6db0ff05705047d5c5baa58c68450aee623582abde69bf51e490736c219a1d14,True
claude_work/sd_uncut_vs_umd/SD_sin_corte_vs_UMD.pdf,claude_work/revision_asimetrias_sd_umd/02_notebooks/03_sd_vs_umd/resultados/SD_sin_corte_vs_UMD.pdf,32545,41e7c2f96b14c68d0983b3c105a99c53b62b58975f50cec6ac1121bd6e9b6cc2,True
claude_work/sd_uncut_vs_umd/SD_sin_corte_vs_UMD.png,claude_work/revision_asimetrias_sd_umd/02_notebooks/03_sd_vs_umd/resultados/SD_sin_corte_vs_UMD.png,213567,f42909a2321f56eecaedb6c764e91e5131314c5b467bd995fb9021a9251e1271,True
claude_work/sd_uncut_vs_umd/comparacion_directa.csv,claude_work/revision_asimetrias_sd_umd/02_notebooks/03_sd_vs_umd/resultados/comparacion_directa.csv,2727,72a34738bcf497d870a609b806aa8f098247db01eb8bba00df1484786ce01d99,True
claude_work/sd_uncut_vs_umd/comparar_sd_umd.html,claude_work/revision_asimetrias_sd_umd/02_notebooks/03_sd_vs_umd/comparar_sd_umd.html,534751,0932eb36d4dfe8f42be8ba08f90f49a1c8c2ba21e2b4ad56bd596c2b80f909c9,True
claude_work/sd_uncut_vs_umd/comparar_sd_umd.ipynb,claude_work/revision_asimetrias_sd_umd/02_notebooks/03_sd_vs_umd/comparar_sd_umd.ipynb,205193,53682d685aab02e43f31f64b592b2fc184e65089f63be70b451dbbc5aa6f90bf,True
claude_work/sd_uncut_vs_umd/comparar_sd_umd.py,claude_work/revision_asimetrias_sd_umd/02_notebooks/03_sd_vs_umd/comparar_sd_umd.py,21478,0a85e2700e3ebf6d3f36efc47074376c3d2e48bb93af5b4e5f05d24f34350fba,True
claude_work/sd_uncut_vs_umd/replicas_pareadas.csv,claude_work/revision_asimetrias_sd_umd/02_notebooks/03_sd_vs_umd/resultados/replicas_pareadas.csv,581633,2f5c558077434ab0ac821f9c74638f3f353c97a7d6b93aa8e445df814c656a23,True
